student_id,final_test
IXCUDA,46.0
WLX6HU,56.0
73RNZ5,49.0
8JI19S,56.0
114SZR,60.0
Z06YW3,77.0
AW0QXU,64.0
H73OD1,39.0
MKSAA7,90.0
WXGMY2,49.0
H3CGFM,82.0
83SS2W,80.0
BHOIQ8,88.0
8GWSQP,59.0
F90UM0,84.0
3QVQRH,87.0
LQFW5O,61.0
WAIDB9,47.0
II4ZON,70.0
HVUDQQ,99.0
EVSCY1,67.0
FVJZAQ,69.0
M2UY8H,64.0
FNLYDJ,79.0
LSRCB2,66.0
C9449V,55.0
M3YJK7,80.0
X6BDAW,66.0
J2OU18,67.0
2F8UI0,66.0
KNB6YL,52.0
94AGU1,83.0
V42ZAO,90.0
5AHHQ9,65.0
D4YF0W,68.0
PRYAX5,95.0
3X7CMV,60.0
SLHQ1V,61.0
2EIFEQ,63.0
STS8B7,92.0
1JBI9M,85.0
RBG7TE,79.0
QHTG5R,57.0
GEP0U9,81.0
RQ1SQ4,59.0
16G0HT,59.0
8PZZLF,68.0
NETVRS,41.0
O83TYV,77.0
Z8SK8Q,67.0
RZMBTY,53.0
W128AD,78.0
KV3SJW,66.0
PMSHL8,74.0
5E8N79,58.0
P3NMQU,86.0
L2QPBF,69.0
FI8SG8,79.0
X8V6VF,99.0
N6KSZ5,53.0
2BTQLH,76.0
R7JVCI,82.0
00MWIQ,77.0
YX6CMD,59.0
IPC9S3,45.0
K8VAUB,94.0
FR8U8M,41.0
I5KXIL,52.0
BWDUQJ,49.0
O2I1PI,49.0
8BBSDN,54.0
V3H2TL,43.0
0WA8DH,52.0
WC9M6V,78.0
NYKODY,81.0
V4EKOT,79.0
38VAIZ,83.0
3JIF2G,86.0
U1VORQ,56.0
924EDI,65.0
QPLJOY,64.0
OI2NOV,50.0
JQ88WQ,56.0
I0OAX4,78.0
BMA4B9,82.0
18VTDU,70.0
QWZRXB,76.0
M5B3E8,77.0
KS97RQ,62.0
XMGQQ4,56.0
GJRIIC,43.0
IX4GQS,76.0
QVT7WV,56.0
BFIIIH,43.0
UP6XNV,79.0
L1GDED,68.0
40UC3I,92.0
GY69HJ,65.0
H9LLQM,81.0
4RQN71,58.0
ND2A2E,58.0
WXHUYB,59.0
JTG338,52.0
EV9DYL,91.0
W31CKA,47.0
PA9C5V,66.0
Z6PK3T,72.0
R3Z13X,82.0
RAVFJI,58.0
CQMP6C,54.0
R4LUXL,91.0
MV06GF,79.0
JAG0UP,68.0
MBUTPO,69.0
QG6Y87,61.0
R9VDHE,41.0
JMKCHS,79.0
BE6PJT,59.0
RS9ABC,57.0
4KZNY4,78.0
Y20HC9,57.0
Y0XDLK,50.0
C0H9NS,87.0
GAS3XB,91.0
H3DICG,74.0
AGK11R,69.0
NQFAF3,54.0
GUVL8X,83.0
7YX4KX,99.0
ZHW2TT,43.0
6TEQAK,58.0
65CZZM,71.0
NYQABF,45.0
TLEJRO,95.0
9PIP21,63.0
V02UD9,71.0
1OM0IX,74.0
Q5OD55,76.0
3YP8F0,94.0
X7OLCR,62.0
P74E3X,58.0
MN0OX6,43.0
95EVO4,48.0
NGI8II,55.0
ES7WY5,61.0
BQTTF7,64.0
UVRJ54,83.0
6J7XKL,80.0
4D67WS,62.0
NEHGYZ,82.0
AQFCXK,48.0
F28N49,57.0
KOA0JE,77.0
3GFVFF,67.0
EQ1DF1,46.0
FPN6P5,63.0
A1NXFH,79.0
Y2ABUP,65.0
VYM2SX,51.0
JJS79D,78.0
5TW1C9,58.0
ZIKK9B,56.0
R4E6SC,76.0
ILOZ5B,81.0
VHP8L1,63.0
M7A6PI,53.0
SA7CBO,87.0
62F6HE,62.0
A0VIUZ,87.0
B35M8R,73.0
AE4WJE,41.0
GM1603,63.0
UAH7AV,76.0
M19K0N,76.0
NXOL78,61.0
RDXKSE,51.0
8FWDO7,55.0
GFYW8C,73.0
AQCER1,79.0
1RL2DK,60.0
ZTENO9,60.0
P8DTTQ,60.0
ZFJR7G,69.0
H5SPZY,82.0
BGV578,86.0
N6VWP5,45.0
NBXIAX,93.0
98EWTV,67.0
8TXU4X,54.0
PZSF0M,39.0
DMS8X3,42.0
4DSHJ4,47.0
PVRG1G,69.0
PSM83O,70.0
B40ZPB,74.0
649SCT,70.0
UWYRF3,64.0
AS1KAD,47.0
PCT4A8,71.0
0MRMUZ,57.0
C637D9,70.0
DFTQSX,49.0
4YIB5C,61.0
ZQG6WV,65.0
1L6DSE,49.0
X6XWHO,54.0
YC9ZRB,58.0
AUZUP9,70.0
8CRKDN,82.0
IDUSBL,77.0
WK09US,52.0
LXB7NX,78.0
OLSZ8G,67.0
UYCWR7,67.0
J6BFRY,72.0
2D62B5,56.0
5WEIO9,44.0
JSRPYG,85.0
3SPG84,75.0
DID3S5,73.0
85MXXV,56.0
O5MJ5G,44.0
QTB17S,89.0
SHK3CQ,54.0
V0HWZM,56.0
JVSXSI,60.0
OVCOXJ,87.0
5T662X,69.0
IPV8RW,67.0
XXGRRY,75.0
PF3GL0,55.0
Z2OUUH,93.0
RY186S,42.0
MFL56J,87.0
CNAYPI,66.0
3REBP9,52.0
ZPSZH2,69.0
3GKXGN,41.0
RFE5MU,72.0
ZXS957,79.0
1CPLY0,79.0
VF6HOH,51.0
8QPUEJ,47.0
SP326H,59.0
Z6O4TY,76.0
11LY7J,58.0
MUUXZK,65.0
OO4AEG,55.0
SREF11,70.0
6D8PB8,55.0
NZ86PZ,43.0
046DZK,93.0
DS2MIF,58.0
SREJVP,53.0
8W9SOD,54.0
V9PAV1,63.0
X0LJ2C,68.0
Y09C6B,76.0
H2292K,70.0
3HGYX5,80.0
VR1V6Y,62.0
IK96GG,63.0
6X4KKJ,46.0
7CZUQJ,78.0
66YK1R,94.0
VKQU1O,70.0
LB6SIC,69.0
58YLAV,69.0
WF09XH,94.0
HTOKVE,73.0
W26EPE,79.0
DXWMY2,74.0
0W3NTD,67.0
8Q6DB7,78.0
QJWMS4,78.0
OIOD97,87.0
1NE256,49.0
FHH9WG,89.0
17J8K1,37.0
7TK378,72.0
8FQ9HD,66.0
139TP6,63.0
1OFVVG,47.0
992ZAN,73.0
LX6QS5,73.0
AGVDVP,71.0
5FMF9R,50.0
7H0Y44,76.0
JK21RA,48.0
3VEWZV,74.0
S5GSIN,36.0
A9M3SS,40.0
GMBZ1I,80.0
Q6TPBD,69.0
FRZTOU,72.0
UF2ZQE,70.0
SKHPU4,77.0
98C9EU,85.0
NUXJ80,73.0
MJZDHQ,57.0
Q7B4YK,72.0
9BTSGK,32.0
S00AFH,73.0
1I8RER,80.0
SWCIT7,62.0
DXVEED,69.0
YPIJM6,60.0
HHL8S5,57.0
N9808R,38.0
0LPO2X,70.0
S9246F,56.0
TD9VRC,79.0
WQPBID,89.0
FDQNY3,95.0
ZC1YJM,60.0
MCQYN4,94.0
KHW1V4,60.0
FW0J7W,83.0
6MD3BY,60.0
WE9710,74.0
7VQGYH,89.0
K5VQRN,87.0
TZLOVA,57.0
ES1L52,74.0
W6AZKE,46.0
9J4K6N,65.0
U9YNGY,69.0
RNWNSL,72.0
ANXLHI,85.0
MI6UD2,97.0
CQ1UQ3,77.0
4Z3ZZ7,71.0
9OY2JA,63.0
WPRKN9,53.0
HOZUJA,71.0
SCTNP4,80.0
DLCRKH,77.0
Z2CQRK,50.0
IKJKS1,59.0
AP06O6,45.0
5J5W9J,79.0
D9R57K,71.0
9C1BVO,90.0
A18XLN,55.0
LCKGRX,78.0
6REFJZ,77.0
Z1KTK9,94.0
HE671Z,82.0
D7XA34,67.0
YYDKNK,92.0
K3F016,47.0
KZ78CL,85.0
YBKK5M,99.0
QOMWLD,62.0
GEPZRV,69.0
M6RAU7,56.0
1Z0Y07,64.0
3D5KCQ,72.0
5JQ0OH,73.0
X4ICOO,53.0
I5221J,78.0
Q4VAWA,49.0
UKPODY,54.0
B3L93P,44.0
2HCTXE,55.0
OAD776,79.0
13H164,46.0
67FVV1,78.0
A854AW,62.0
0UUFP6,74.0
33EEYV,67.0
M79V8W,89.0
8MVMLA,83.0
RXXCP6,83.0
4OC925,55.0
5D49Q0,46.0
NEIZ17,87.0
OHVF35,76.0
2TYXQI,45.0
HUOG7E,77.0
FVJBR9,58.0
EP4QTT,83.0
CWI4ZK,57.0
SLHORW,78.0
4YZZ66,49.0
DH1NRF,79.0
DLE5Y6,49.0
XCTJ2R,49.0
8VKEYI,73.0
A7B08K,94.0
0CFVTS,52.0
9HJ25N,47.0
GWEU3Y,76.0
BPUXL2,68.0
M0PIUW,61.0
Q6YTQG,69.0
CI7G5Y,78.0
I2IKGE,69.0
5FAFXB,51.0
BSVA2R,62.0
2MZMDB,57.0
6C540J,81.0
BTO9X8,48.0
SIMPCU,74.0
D4KBX7,56.0
3JFZ0H,70.0
LFO675,69.0
Y4N7VD,90.0
EG174B,90.0
8I5BCV,47.0
27K0PM,66.0
RUHEXB,82.0
69BXSI,48.0
0YAL9S,56.0
HOSLTR,74.0
F843H6,43.0
460R9L,92.0
LHDU22,81.0
WPOFPN,78.0
M3JES2,72.0
XL35WT,70.0
EME91F,47.0
53XU8I,58.0
KBDV09,54.0
751592,90.0
7DI5L9,77.0
T2DGYK,70.0
IAO99N,65.0
NC0KS8,57.0
4VZ0W4,72.0
A3NYRR,54.0
52P7WR,88.0
59Y2UR,52.0
ZR54JE,70.0
VBSHH8,60.0
8DSG6Y,68.0
44GQZK,88.0
YX6TTO,51.0
PLEN47,53.0
ZR3QCF,62.0
5E10Z4,79.0
9WWY29,57.0
DPJ88Y,79.0
GF29WD,68.0
761P85,68.0
RZUQX9,98.0
XRT93H,49.0
DDLARE,78.0
QDAS7S,45.0
IQMOIC,83.0
TP7PKN,66.0
D6Q3AX,86.0
5LJ4XR,71.0
BYZ1G4,78.0
KDOORW,87.0
N5IUOR,46.0
PZFW20,82.0
YV1PKR,54.0
65NELY,75.0
22O4EK,44.0
A8KGO6,40.0
AY9ALG,64.0
WY8YD0,59.0
M00I5D,81.0
CY15TT,91.0
CTODU5,54.0
QF0SF8,100.0
SQIGSJ,44.0
X4FMWJ,45.0
KFWBT1,51.0
M5AT9V,68.0
C6M33N,49.0
NH7QMD,91.0
9Z0W5Z,94.0
2CGB9R,62.0
XSLCEJ,71.0
8646I2,81.0
JL7Y0R,61.0
A3U9WV,58.0
A2GFZ5,69.0
HE7ZYZ,49.0
0Y46JD,75.0
6Q9B7S,55.0
H1VYU4,73.0
NUYK70,48.0
OESSSN,75.0
X859JQ,78.0
JIOR1N,81.0
508R4D,67.0
I2ACNY,70.0
YU2HCN,43.0
JC959Z,69.0
6FD8KA,46.0
2O5QRC,77.0
H8H84D,98.0
6J040Q,76.0
KYWE84,71.0
YETHTH,49.0
PAF7XR,43.0
8Q2CXW,61.0
5L59PJ,78.0
IBW5W0,86.0
2IGE72,63.0
2RT1XV,61.0
RFWQRY,59.0
U4LDSE,70.0
RBUEPT,57.0
TQX6F2,54.0
9KC0KE,45.0
SU36JP,67.0
RJVQ5F,75.0
74HK42,89.0
NAYOGW,65.0
XI75SQ,56.0
PXP7XL,45.0
1XTFM0,68.0
XG4FI5,94.0
2EO6UP,62.0
4ZFALO,71.0
HOCPD6,70.0
L02PRS,80.0
WUA9S0,49.0
N2PURL,79.0
9BH4JA,81.0
JRB7N3,77.0
DZBDFX,55.0
53NS0F,87.0
HT0ETC,78.0
6EGXBQ,45.0
B9AI9F,85.0
XM1UU1,63.0
9YL7HK,69.0
M69VF6,61.0
6KXZX1,56.0
TV2BZK,75.0
C5B84W,44.0
L0C42G,45.0
93CLRK,73.0
9VJQ7H,90.0
R5CZ7B,57.0
SAKM7C,94.0
I0GUT5,62.0
FIUIIG,48.0
MPBFOK,85.0
GW8GIR,86.0
A4ZVFR,46.0
U6MRNJ,90.0
LSKD9S,50.0
QXX8XL,72.0
910CN1,64.0
6D28W3,68.0
FOD9JW,62.0
G4DBP5,66.0
CKGNAI,88.0
KVCIR8,80.0
IUNQRV,68.0
8VK28K,91.0
JD9KZW,49.0
DVWJX3,58.0
F1UPK5,80.0
JUN4YK,41.0
Y550SY,93.0
7EKLU5,81.0
EJQBA6,55.0
6LSHXJ,57.0
VCWTSY,88.0
7IXFJB,62.0
AT2HJB,58.0
BV8JQZ,78.0
MCZQ5G,83.0
6ZGLN8,91.0
UFI4OH,63.0
9UUGMF,47.0
VJHNML,38.0
5P7QQJ,78.0
TKTKL0,54.0
9ZN7EY,49.0
EGXM5K,79.0
EC2G5D,80.0
7NMSE1,79.0
CUGUBX,49.0
CGFC82,76.0
Z5KJEC,68.0
I1BA91,50.0
KSZAUP,89.0
3SY04Z,75.0
WQ8QJQ,84.0
0PKBEO,40.0
IOPT2K,82.0
QSONJI,66.0
GGGMVZ,82.0
CMFKOP,56.0
4WT0VG,76.0
C0LFP2,43.0
2K0FND,79.0
6112G2,57.0
W48ES8,59.0
KZN0WR,90.0
I3WR4R,77.0
VEUK5D,64.0
VTPR3D,71.0
GVOWX6,69.0
MA4E3A,85.0
4SSYIN,73.0
ITWVG7,44.0
2WS530,49.0
88IKW7,71.0
2DNB0O,49.0
WOF2AU,54.0
85XTQR,47.0
4E5OYK,71.0
G65TZN,66.0
IHZEC0,67.0
BYH7BM,74.0
9AO05A,49.0
DTEY34,64.0
0Q9JU5,50.0
J9RZJ1,51.0
XIZTKJ,67.0
3ENDB7,68.0
6P25WS,67.0
3PHCQ7,54.0
0BEG39,70.0
966AAJ,51.0
0VC3IW,85.0
14WTWN,71.0
6XKV9Q,83.0
WAQH87,84.0
RMQOEU,84.0
07IXP2,62.0
EMOC1N,72.0
CZXTNJ,60.0
SX3MP8,46.0
OR30VY,84.0
6J9E9G,60.0
QAYVFP,59.0
XE6FIK,80.0
HHLD84,69.0
MIHR6B,59.0
JTK7SR,54.0
FED3BV,79.0
5QJHDO,77.0
56H2KE,48.0
RBNK6B,69.0
G3PBH7,59.0
K0UYS5,40.0
F2LGD6,61.0
EHSVAA,50.0
GOQQWM,73.0
YLVL76,75.0
0Y2AVR,68.0
NVITAZ,55.0
5S6WJG,88.0
SP5WI1,76.0
943999,50.0
BFDZPX,61.0
ZS2IU3,79.0
615F70,47.0
9I8IDL,70.0
0AM1CI,54.0
2PPFFJ,85.0
2VGEB9,51.0
36LV0L,51.0
X2XGHV,54.0
YMUMVX,70.0
QED1V3,70.0
4QD9DE,87.0
RCK4DG,42.0
2U2YZV,78.0
IP94OP,79.0
G8WNKF,81.0
IAQ6BI,75.0
NYDCGK,46.0
FFVWQH,57.0
3RUGHY,70.0
DLN6X8,49.0
OGRNNF,80.0
SVFJGC,69.0
1DN6FG,58.0
LAWBRE,72.0
XQL02X,81.0
CF7H39,69.0
YQ7TWO,46.0
0VQ5B6,74.0
QKKUO6,53.0
8QAQGC,75.0
I148VK,69.0
RJVIJA,69.0
9XOQOQ,43.0
AE3HIJ,73.0
EJH505,58.0
MYNFFK,72.0
CVM83P,83.0
8WEPAD,68.0
VWI5AR,49.0
LRPM9C,75.0
RNTZBP,52.0
9UM6TM,48.0
DH9KO3,87.0
VVNUH0,47.0
70GDYM,69.0
KOJ57S,80.0
EWVPG9,87.0
3EL9SR,58.0
5JHW6H,43.0
WGHWJK,79.0
VFKGWU,46.0
V00IVE,68.0
LA5S7V,47.0
7EAAE4,66.0
A4P8AA,42.0
7CHR1L,41.0
V8GIJR,96.0
TSYZ2G,48.0
SW8W1W,100.0
146PY2,74.0
SCMKHA,41.0
AE6RAD,71.0
JIKRCU,69.0
LVGWV7,62.0
YYPLP7,80.0
KEIIDW,70.0
OX8YVM,69.0
ART6LG,82.0
DC5MAR,74.0
46B3UP,58.0
JXATCM,50.0
BSV9SL,90.0
7Q9ZE1,40.0
GILM8P,51.0
WMGJJJ,93.0
FWT0RH,74.0
KJ2213,66.0
HA1B2Q,92.0
OZ9Y1G,78.0
UD7WH3,66.0
HT9BGB,66.0
2C4PV1,55.0
7TXTV6,81.0
NXSGVV,57.0
VK1KJO,89.0
56N4QR,76.0
PHGP35,72.0
XWDY0H,95.0
8HHQ7J,49.0
2IAWE6,79.0
BNY63G,77.0
5XS4BL,47.0
OFYOAS,42.0
H0CRPE,74.0
9FNYF0,45.0
DBC41Q,65.0
LTV6DA,68.0
KSO7WQ,79.0
2EIWXC,54.0
B6Y0S5,54.0
K24318,68.0
IYFM63,88.0
7I4H8I,74.0
M01V9S,63.0
CQK933,58.0
OYK4UZ,49.0
XEI9FS,49.0
HMH81V,82.0
UP7UAM,80.0
7O9GVS,87.0
GUHLTN,64.0
CNDTMY,74.0
D9OKLV,87.0
ZVEG3P,53.0
JMMYZ4,57.0
DVL74B,54.0
RDGJ7I,63.0
U2O540,78.0
3YLTWX,73.0
ECK8HO,60.0
9LYNMX,66.0
Q8GF78,49.0
7UC06G,88.0
7AMC7S,85.0
CKIS64,47.0
EAFMW9,54.0
4084XH,79.0
9157YN,73.0
ZH2048,100.0
DKASQJ,54.0
K4WJ7Z,100.0
XJ2GUL,80.0
LBLTXP,64.0
TC9L10,81.0
74L9UX,84.0
1IO024,51.0
EHA2JB,78.0
P8RRPC,51.0
3V3IET,80.0
2SDZJI,55.0
PKLXNK,54.0
M0O94P,61.0
VSV4C7,77.0
QWA1AK,44.0
5QMWA4,53.0
8Y62HY,71.0
FNVX5P,63.0
0HK3LC,63.0
7FB6U3,94.0
3KU0JX,69.0
P7CO45,46.0
3WLM8A,74.0
SZMPOB,64.0
XAWWCI,77.0
SG0YQC,71.0
QGH6VP,68.0
KEUB5D,67.0
FD4SX8,39.0
LHFGY1,59.0
L3VCGC,59.0
5W41FL,75.0
II4WP0,55.0
SXWRFK,61.0
NBS2OC,66.0
J9XV6H,66.0
KWL18C,78.0
E75GWC,67.0
YPBNC5,71.0
GMBOL8,48.0
AXJCYH,48.0
D80WVB,53.0
N66WQ3,89.0
W5FIRJ,59.0
26FOVP,75.0
RUA67A,68.0
P6VCHY,47.0
Y8VVYV,41.0
TTU578,46.0
LV8VY3,52.0
UCSZT1,57.0
Y620L9,78.0
WAQH92,80.0
IS55J8,58.0
VJ15IT,56.0
UH1XH6,72.0
48435Y,54.0
4XVQEU,75.0
0GRRZB,95.0
1UYJ15,40.0
3FYPB5,69.0
GRBBGW,80.0
HEKGIP,78.0
WKNWIC,79.0
Q4FIBO,68.0
LX7ZIU,92.0
HT6TZZ,78.0
RQGHMV,66.0
ZLIOWG,50.0
D49F5V,64.0
YUYICD,60.0
9ERXTD,45.0
YKX4YC,78.0
9MIEWJ,87.0
2LSTGW,53.0
E2OA7K,62.0
O2VTM5,47.0
RRH677,74.0
0W23VE,57.0
LBPOAU,54.0
DWD5H1,47.0
3DQGYJ,46.0
28LLYZ,51.0
QTBRFY,57.0
JO46Z0,65.0
DWZULA,62.0
V83I18,73.0
1JSUDO,54.0
AH03P3,74.0
259MIA,58.0
7X827B,77.0
123UJJ,42.0
UMERCY,85.0
HOQYA0,71.0
CFPDSZ,64.0
QF76QT,40.0
LL73I2,61.0
G631BR,81.0
4Q6IYH,72.0
BCDAA4,78.0
L8T0A4,50.0
XQMSBU,67.0
D9RJO5,69.0
YCUSR4,79.0
88QNBN,42.0
K87TZ9,61.0
8Y6EVU,77.0
S1DWAE,48.0
CYKETP,79.0
8E75FH,73.0
EQO6JN,54.0
QUEENB,78.0
JBAEQZ,54.0
VPFVAM,82.0
4I4N2R,45.0
JMW271,68.0
5LJ8G5,85.0
TKQOHT,76.0
J0O88A,74.0
R99BRF,81.0
PEJ1X1,61.0
H2VJ6I,58.0
82UQCM,89.0
IQNVPH,61.0
P5O9OO,85.0
44AJRS,56.0
U2I5CN,49.0
SZO1ZT,69.0
9PUL5Q,76.0
NLWQNT,73.0
213QRY,52.0
53RC2P,52.0
1IA5YI,42.0
KPFPOP,90.0
5VB4EX,49.0
9PWY6U,78.0
0TAKU9,62.0
VMV20R,49.0
B2KGN7,95.0
TMVAQ7,54.0
L13LO9,74.0
JWTEX2,60.0
46N1X4,76.0
BS82M0,94.0
DDH2KX,93.0
OLXH8C,65.0
LEF2XV,56.0
NYM01G,82.0
9YNAKJ,41.0
VPDRR0,57.0
0PPV7P,42.0
VY6OYI,68.0
ZWNKJK,87.0
1JF5MF,44.0
A140WX,51.0
RJUKMD,51.0
6V9Y3S,65.0
GKH739,79.0
UVZUW6,49.0
3WVCF5,48.0
LJB64V,79.0
QIPH5H,88.0
FKXVPS,77.0
T3VKK4,77.0
EICT96,59.0
FSNF7D,66.0
4QUSH8,56.0
QBNJKU,75.0
39NF1Y,72.0
BSQJQV,90.0
5TMTW9,56.0
1VNXPN,65.0
O96105,40.0
8VN073,63.0
1J9F7N,51.0
Y4STFW,78.0
RJWYWW,65.0
EIEGC8,81.0
MBO5DW,42.0
BW6GAP,81.0
2KF3T6,66.0
20GCZ3,73.0
TFK2EF,51.0
OIB5UV,60.0
TVDQ6V,56.0
FGL5PT,59.0
KG2OSK,79.0
GGPSR6,58.0
XFBNJO,62.0
DX4ABR,81.0
RZVXAN,76.0
COSAZM,72.0
UG6DSP,70.0
LPKQ7N,60.0
58EPYX,69.0
AP6VHO,60.0
IWMIGZ,72.0
R65IZ2,83.0
T050ZO,73.0
Y4V7QA,68.0
XIN4RX,41.0
6VVH4Y,64.0
0PATAR,69.0
ZVCSP8,61.0
KS74SW,79.0
RS1E2U,49.0
8ULDWW,70.0
4A75G2,81.0
13BEA6,68.0
VWBQQX,50.0
FJUHIA,90.0
B30962,62.0
UUN2R6,58.0
UR50GD,60.0
8RSE19,75.0
P8GZ76,73.0
AZLNR4,51.0
2B88A9,86.0
LJTE8J,45.0
FP52PW,69.0
BM4XBA,51.0
UE6IRC,86.0
8RALOI,59.0
28RRI1,76.0
M7Y9ME,73.0
Q8FOU5,58.0
CGPF5X,94.0
GEWKEO,50.0
3CEES9,52.0
5NSC24,74.0
15MGBO,74.0
4SYTQR,43.0
ICLDJY,62.0
3KDU1Y,51.0
54M48E,40.0
KS185Z,70.0
DM7ODZ,67.0
M3FOFG,67.0
1EXJI9,68.0
A2Q126,72.0
ZO5LCX,68.0
2HSA1F,50.0
4HJ891,61.0
QPJGQF,74.0
WA7FY7,80.0
WULHNB,77.0
WQY7E6,93.0
SZ5HJL,57.0
9RY9GB,69.0
XFTK88,76.0
BE65U4,66.0
AV52VA,49.0
1E5GZG,63.0
DBN6BQ,68.0
R1N2ZR,59.0
KKYCYE,74.0
7QCBXP,74.0
NCQYM6,64.0
TD1C4K,80.0
4HQ62W,53.0
PLNMEV,74.0
I2FVSV,45.0
9R96PU,74.0
D5D74X,47.0
B4XVQ6,90.0
5ESAYS,48.0
ZCDO4N,52.0
UBQL62,69.0
6UZLIF,56.0
KFIFBF,77.0
QAU7B1,56.0
YZBNXJ,77.0
4A158J,63.0
SAN673,91.0
R66IZO,50.0
2HD89P,71.0
M811KO,73.0
3Z5BI5,81.0
DQ9ZVO,81.0
2RVLE2,67.0
VMT0BH,45.0
K1J5H0,44.0
7IEV3N,48.0
BVI11R,78.0
SIOKJ2,70.0
U29I9V,74.0
MCOEMG,65.0
HJV39S,54.0
MOZZMX,82.0
5LK0L7,73.0
3SUYTD,66.0
EBO48V,65.0
UHE8WE,62.0
GPW4W7,48.0
X2VE6B,56.0
7SUXP6,50.0
NIQMIB,51.0
9PCYUY,52.0
LWUI1W,80.0
KLXTAA,78.0
ETHBAX,64.0
BKGUDU,72.0
K2FFS2,79.0
URVY0G,71.0
RJNOOY,85.0
F6VVQJ,48.0
Q8CGSJ,67.0
O2HZGL,57.0
UVAU3K,60.0
D5WGTI,69.0
EDZE13,64.0
DOR87P,64.0
OVS54W,68.0
MHAZNP,52.0
ETWYJQ,53.0
DV3H9D,55.0
IOYKI7,74.0
C1TU64,60.0
HYWGVX,56.0
7COUTF,77.0
1UX6OK,71.0
4V17WK,78.0
NAEHSH,80.0
C8VKHH,64.0
8UNJGJ,62.0
TXRKVE,75.0
PAZXK6,51.0
JY3D15,54.0
OH8W63,54.0
W43YQW,48.0
VCRDX7,100.0
HNDCOR,56.0
F5QT41,52.0
VP8ZQ8,79.0
Q3R2ER,59.0
R1KE7T,68.0
UFNFWT,75.0
GD52B3,81.0
DLYMU0,91.0
4JP624,67.0
3LU16S,45.0
IY70JK,65.0
GNE68C,51.0
F9KO7O,58.0
MADIFM,80.0
FCR3XP,50.0
DS8SUH,54.0
Q7M9D7,83.0
WUH80N,72.0
CA2HKX,71.0
NRGTTE,58.0
GGR48A,59.0
22U0K6,62.0
WQXM0P,81.0
X3ENDN,77.0
BMAZB3,66.0
65NRMU,96.0
GE8Q06,86.0
3UEA7E,56.0
YGEV8Y,68.0
0VKHSU,47.0
SGD29K,79.0
T57AL4,72.0
7XO6L6,48.0
NVQS1T,69.0
GFODXZ,93.0
YMLUKF,55.0
4A2NZE,54.0
CY1QPM,52.0
1G0STP,47.0
GHC47R,81.0
4ETRWC,71.0
DBKYLY,40.0
F9ZWXL,49.0
J8XKOU,69.0
QMAM03,48.0
DX5I3W,95.0
EFS42X,46.0
W0YQ9F,66.0
7N3MXK,62.0
D8EAVZ,58.0
44PSBP,53.0
KXEAFZ,50.0
O2UZR4,50.0
POTN00,69.0
O1VMX8,100.0
MSBYN8,49.0
QJA3SZ,87.0
6YUADH,79.0
WX1MKV,81.0
M5VCCB,74.0
00VQRU,54.0
DFJN36,67.0
A8GOLV,58.0
QU0D4Y,67.0
FXEFUZ,68.0
FDUJMO,59.0
67HEV7,44.0
WTZEFP,66.0
D56OQG,71.0
LI5DYG,55.0
I5M89O,59.0
M5W9K0,63.0
L9VUJL,71.0
D6CL9I,69.0
WEG87A,61.0
8Z6E21,64.0
KLSWXG,49.0
J18RJJ,48.0
39K2XJ,53.0
1PJRIC,71.0
1O9MZD,63.0
48L2HA,50.0
H03LJ3,82.0
SSTUKV,52.0
9NWTXQ,82.0
7N7ML7,45.0
IYKXHY,58.0
EV9MUM,88.0
SIGYMC,72.0
H6V6F0,43.0
45S95G,72.0
GBNFKP,45.0
KISF5L,63.0
EG9U0P,55.0
2KN6NV,73.0
P0BSEL,84.0
TBXYR7,57.0
WT1ZR0,75.0
R7U2ZV,75.0
IRHUU7,81.0
OY6LCE,61.0
6H16A3,57.0
53J3FF,57.0
M63W2A,74.0
E8QFAU,71.0
BYTQ6O,70.0
D2QYSF,88.0
O5Y9BZ,67.0
88OGT6,53.0
76XL7B,57.0
KDBCMI,81.0
9J8YAA,59.0
29T99R,79.0
ABV2T7,79.0
1VL4PU,88.0
XRZ0S4,50.0
I0SL1J,83.0
OFCSPP,62.0
TISTLT,81.0
5CCLIH,74.0
5ZU289,76.0
OA1W3A,83.0
WJZGKE,94.0
TQND9L,81.0
EC0CAY,57.0
TQ6V5N,55.0
MVRT6N,98.0
9RS8S6,84.0
JR7FQS,50.0
Y2BCWA,58.0
Q0EJSW,68.0
ZA3668,89.0
ONTJ2A,43.0
C7CD29,46.0
QBFXH9,67.0
ZFWTQS,55.0
KR93I1,79.0
BOWT2O,74.0
6PFFR1,70.0
13AU2T,74.0
RVEWZW,70.0
NMQEE5,58.0
4HHUJU,75.0
IT2G0L,52.0
IM0UNT,54.0
NJRHMG,72.0
IMFI4T,58.0
HR9AH0,76.0
MK3JFC,55.0
QNO21O,58.0
LLRE0E,52.0
7UVOWU,80.0
M9S7TG,82.0
KHE4X5,73.0
ZQI6PZ,47.0
7F7PPB,81.0
35T026,50.0
FHJ1HS,87.0
HE1Y6A,96.0
3TBNWB,73.0
GOOEV8,74.0
KXDBXA,62.0
J0F5LO,40.0
HNQ9DS,63.0
MQBG5V,69.0
UFY1FD,70.0
EVH9SP,91.0
C6UAEJ,71.0
LDPXH0,42.0
28U60K,79.0
5HUYTR,68.0
XBC19K,83.0
EE7OMH,73.0
B03AKI,92.0
PJO94G,60.0
Y0WQRR,86.0
AUZ25N,71.0
RCU9OZ,51.0
